Title,Rating,Expert Rating,Location,Price Per Night,Distance From City,Facilities,Country
The Blooms Residence Bangkok,3 Star Hotel,6.7,Bangkok,"2,500",,"['Free Parking', 'Restaurant', 'Room Service']",Thailand
Destiny Hotel Pattaya,3 Star Hotel,6.7,Pattaya,"2,500",,,Thailand
The Ninth Pattaya Hotel,3 Star Hotel,6.7,Pattaya,"2,500",2 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Vabua Asotel Bangkok,3 Star Hotel,6.7,Bangkok,"2,500",13 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Star Residency Pattaya,2 Star Hotel,6.7,Pattaya,"2,500",1 km from City Center,['Free Wi-Fi'],Thailand
Bella Vista Hotel & Residence Pattaya,2 Star Hotel,6.7,Pattaya,"2,500",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Air-Conditioned', 'Laundry Service']",Thailand
Hyde Park Hotel Pattaya,2 Star Hotel,6.7,Pattaya,"2,500",3 km from City Center,"['Free Parking', 'Outdoor Pool']",Thailand
Vanilla Place Hotel Pattaya,3 Star Hotel,6.7,Pattaya,"2,500",3 km from City Center,,Thailand
Hotel Karon Hill Phuket,3 Star Hotel,6.7,Phuket,"2,500",12 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
White Inn Hotel Pattaya,3 Star Hotel,6.7,Pattaya,"2,500",4 km from City Center,"['Outdoor Pool', 'Free Parking']",Thailand
Rest Inn Dormitory Bangkok,2 Star Hotel,6.7,Bangkok,"2,500",2 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Annex Lumpini Hotel Bangkok,3 Star Hotel,6.7,Bangkok,"2,500",5 km from City Center,"['Restaurant', 'Free Parking', 'Laundry Service']",Thailand
Backpacker Time Guest House Pattaya,1 Star Hotel,6.7,Pattaya,"2,500",4 km from City Center,['Air-Conditioned'],Thailand
Chang Siam Inn Bangkok,2 Star Hotel,6.7,Bangkok,"2,500",3 km from City Center,"['Restaurant', 'Free Wi-Fi']",Thailand
Nrv Place Apart Hotel Bangkok,3 Star Hotel,6.6,Bangkok,"2,500",18 km from City Center,"['Laundry Service', 'Air-Conditioned']",Thailand
Lada Krabi Residence Hotel,2 Star Hotel,6.6,Krabi,"2,500",,"['Laundry Service', 'Restaurant']",Thailand
Yaka Hotel Pattaya,3 Star Hotel,6.6,Pattaya,"5,000",1 km from City Center,"['Outdoor Pool', 'Free Parking']",Thailand
Westerly Hill Pattaya,2 Star Hotel,6.6,Pattaya,"2,500",,['Free Parking'],Thailand
White Lodge Bangkok,3 Star Hotel,6.6,Bangkok,"2,500",1 km from City Center,['Laundry Service'],Thailand
Rex Hotel Bangkok,3 Star Hotel,6.6,Bangkok,"2,500",11 km from City Center,['Restaurant'],Thailand
Grand Living Place Hotel Bangkok,2 Star Hotel,6.5,Bangkok,"2,500",6 km from City Center,"['Free Parking', 'Laundry Service', 'Air-Conditioned']",Thailand
Kanidta Resort Pattaya,1 Star Hotel,6.5,Pattaya,"2,500",1 km from City Center,,Thailand
Blue Boat Design Hotel Pattaya,5 Star Hotel,6.5,Pattaya,"2,500",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel Baan Silom Soi 3 Bangkok,2 Star Hotel,6.5,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Room Service']",Thailand
Siam House Hotel Pattaya,3 Star Hotel,6.4,Pattaya,"2,500",4 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Siam Palm Residence Phuket,4 Star Hotel,6.4,Patong,"5,000",,"['Fitness Center', 'Restaurant']",Thailand
Omni Tower Syncate Suites Hotel Bangkok,4 Star Hotel,6.4,Bangkok,"5,000",9 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Fitness Center']",Thailand
Phanon Resort Pattaya,2 Star Hotel,6.4,Pattaya,"2,500",3 km from City Center,"['Free Parking', 'Restaurant', 'Room Service']",Thailand
Riski Residence Bangkok,2 Star Hotel,6.4,Bangkok,"2,500",12 km from City Center,"['Laundry Service', 'Air-Conditioned', 'Free Parking']",Thailand
Riski Residence Bangkok,2 Star Hotel,6.4,Bangkok,"2,500",12 km from City Center,"['Laundry Service', 'Air-Conditioned', 'Free Parking']",Thailand
The Oasis Hostel Bangkok,2 Star Hotel,6.4,Bangkok,"2,500",3 km from City Center,"['Air-Conditioned', 'Laundry Service']",Thailand
Chivani Villa Pattaya,3 Star Hotel,6.3,Pattaya,"7,500",17 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Room Service']",Thailand
The Royal City Hotel Bangkok,4 Star Hotel,6.3,Bangkok,"7,500",6 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Hotel Keerati Homestay Pattaya,2 Star Hotel,6.3,Pattaya,"2,500",,"['Free Parking', 'Air-Conditioned', 'Laundry Service', 'Restaurant']",Thailand
Monomer Hostel Bangkok,2 Star Hotel,6.3,Bangkok,"2,500",2 km from City Center,['Laundry Service'],Thailand
Siam Sawasdee Hotel Pattaya,2 Star Hotel,6.3,Pattaya,"2,500",,['Restaurant'],Thailand
Maple Mansion Pattaya,2 Star Hotel,6.3,Pattaya,"2,500",1 km from City Center,['Free Wi-Fi'],Thailand
Inrawadee Resort Pattaya,3 Star Hotel,6.3,Pattaya,"2,500",1 km from City Center,['Free Parking'],Thailand
Krabi City Seaview Hotel,2 Star Hotel,6.3,Krabi,"2,500",3 km from City Center,['Room Service'],Thailand
Jumbotel Hotel Bangkok,3 Star Hotel,6.2,Bangkok,"2,500",21 km from City Center,"['Free Parking', 'Room Service']",Thailand
La Porte Hotel Bangkok,2 Star Hotel,6.2,Bangkok,"2,500",2 km from City Center,['Laundry Service'],Thailand
Zen Rooms D Well Residence Don Muang Bangkok,3 Star Hotel,6.2,Bangkok,"2,500",20 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Serenotel Pattaya Beach Front Hotel,3 Star Hotel,6.1,Pattaya,"2,500",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Troy Guest House Phuket,3 Star Hotel,6.0,Phuket,"5,000",7 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Centaur Inn Hotel Bangkok,2 Star Hotel,6.0,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Free Wi-Fi']",Thailand
Maxwell Hotel Pattaya,2 Star Hotel,6.0,Pattaya,"2,500",2 km from City Center,"['Room Service', 'Laundry Service']",Thailand
Tim House Bangkok,2 Star Hotel,6.0,Bangkok,"2,500",1 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service', 'Restaurant']",Thailand
Grand Lucky Hotel Bangkok,3 Star Hotel,5.8,Bangkok,"2,500",4 km from City Center,"['Air-Conditioned', 'Laundry Service']",Thailand
Hotel Ok Place Pattaya,2 Star Hotel,5.6,Pattaya,"2,500",5 km from City Center,"['Free Wi-Fi', 'Free Parking']",Thailand
Ansino Bukit Hotel Phuket,2 Star Hotel,5.5,Phuket,"2,500",9 km from City Center,"['Free Parking', 'Air-Conditioned', 'Laundry Service', 'Restaurant']",Thailand
Ambience Suite Hotel Bangkok,3 Star Hotel,5.5,Bangkok,"10,000",6 km from City Center,['Laundry Service'],Thailand
Connect Guesthouse Phuket,2 Star Hotel,5.3,Phuket,"2,500",8 km from City Center,['Restaurant'],Thailand
Grover's Hotel Pattaya,2 Star Hotel,5.2,Pattaya,"2,500",10 km from City Center,['Restaurant'],Thailand
Apple Inn Hotel Pattaya,3 Star Hotel,5.0,Pattaya,"2,500",3 km from City Center,"['Restaurant', 'Laundry Service']",Thailand
Ize Seminyak,4 Star Hotel,8.7,Seminyak,"5,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Bali
Kuta Paradiso Hotel,5 Star Hotel,8.6,Kuta,"5,000",3 km from City Center,,Bali
Courtyard By Marriott Bali Seminyak Resort,5 Star Hotel,9.9,Seminyak,"10,000",1 km from City Center,"['Free Parking', 'Outdoor Pool', 'Laundry Service']",Bali
Montigo Resorts Seminyak,5 Star Hotel,9.7,Seminyak,"10,000",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Warwick Ibah Luxury Villas & Spa Ubud,5 Star Hotel,9.6,Ubud,"10,000",2 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Hotel Le Meridien Bali Jimbaran,5 Star Hotel,9.6,Jimbaran,"10,000",1 km from City Center,['Air-Conditioned'],Bali
Villa Berawa,4 Star Hotel,9.5,Kuta,"10,000",7 km from City Center,"['Outdoor Pool', 'Room Service', 'Restaurant']",Bali
Villa Bugis Seminyak,4 Star Hotel,9.4,Seminyak,"10,000",,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Movenpick Resort & Spa Jimbaran Bali,5 Star Hotel,9.4,Jimbaran,"10,000",1 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Villa Casa Del Mar Lembongan,5 Star Hotel,9.4,Lembongan,"10,000",3 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Grand Inna Bali Beach Hotel Sanur,4 Star Hotel,9.3,Sanur,"7,500",2 km from City Center,['Fitness Center'],Bali
Anantara Resort Seminyak,5 Star Hotel,9.3,Seminyak,"10,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Air-Conditioned', 'Laundry Service']",Bali
W Bali Hotel Seminyak,5 Star Hotel,9.3,Seminyak,"10,000",2 km from City Center,"['Room Service', 'Fitness Center']",Bali
Bali Garden Beach Resort Kuta,4 Star Hotel,9.3,Kuta,"5,000",2 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Double Six Luxury Hotel Seminyak,5 Star Hotel,9.3,Seminyak,"10,000",1 km from City Center,"['Restaurant', 'Fitness Center']",Bali
Equilibria Villa Seminyak,5 Star Hotel,9.3,Seminyak,"10,000",1 km from City Center,"['Air-Conditioned', 'Outdoor Pool']",Bali
Villa Coco Seminyak,4 Star Hotel,9.3,Seminyak,"2,500",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Villa Eight Seminyak,4 Star Hotel,9.3,Seminyak,"10,000",1 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
The Villas Tejakula,4 Star Hotel,9.3,Tejakula,"7,500",,"['Air-Conditioned', 'Laundry Service', 'Restaurant']",Bali
Ayodya Resort Nusa Dua,5 Star Hotel,9.3,Nusa,"10,000",13018 km from City Center,['Outdoor Pool'],Bali
Hotel Inaya Putri Bali Nusa Dua,5 Star Hotel,9.3,Nusa,"7,500",13018 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Bali
Fairmont Sanur Beach Bali Suites & Villa,5 Star Hotel,9.3,Sanur,"10,000",1 km from City Center,['Fitness Center'],Bali
Hidden Hills Villa Nusa Dua,5 Star Hotel,9.3,Nusa,"10,000",13013 km from City Center,['Laundry Service'],Bali
Amarterra Villas Bali Nusa Dua   Mgallery Collection,5 Star Hotel,9.3,Nusa,"10,000",13018 km from City Center,['Fitness Center'],Bali
Discovery Kartika Plaza Hotel Kuta,5 Star Hotel,9.2,Kuta,"7,500",2 km from City Center,['Fitness Center'],Bali
Grand Hyatt Bali,5 Star Hotel,9.2,Nusa,"10,000",13018 km from City Center,['Fitness Center'],Bali
Villa Hanani Kuta,4 Star Hotel,9.2,Kuta,"10,000",9 km from City Center,['Laundry Service'],Bali
The Zen Villas Sanur,4 Star Hotel,9.2,Sanur,"10,000",,['Laundry Service'],Bali
Villa Melati Seminyak,5 Star Hotel,9.2,Seminyak,"10,000",1 km from City Center,,Bali
The St. Regis Bali Resort Nusa Dua,5 Star Hotel,9.2,Nusa,"10,000",13019 km from City Center,['Air-Conditioned'],Bali
Vila Lumbung Hotel Seminyak,4 Star Hotel,9.2,Seminyak,"5,000",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Bali
Villa Uma Sapna Seminyak,5 Star Hotel,9.2,Seminyak,"7,500",,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
The Samaya Ubud Bali Luxurious Private Villas & Spa,5 Star Hotel,9.2,Ubud,"10,000",3 km from City Center,"['Laundry Service', 'Restaurant', 'Room Service']",Bali
Udhiana Resort Ubud,4 Star Hotel,9.2,Ubud,"10,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Bali
Villa Mahapala,4 Star Hotel,9.2,Sanur,"10,000",1 km from City Center,['Restaurant'],Bali
Ziva A Boutique Villa Kuta,5 Star Hotel,9.2,Kuta,"10,000",5 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Bali Tropic Resort & Spa Nusa Dua,5 Star Hotel,9.2,Nusa,"5,000",13016 km from City Center,['Fitness Center'],Bali
Alila Hotel Seminyak,5 Star Hotel,9.2,Seminyak,"10,000",2 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Bali
Ametis Villa Canggu,5 Star Hotel,9.2,Canggu,"10,000",,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Novotel Bali Benoa Hotel Kuta,5 Star Hotel,9.1,Kuta,"5,000",7 km from City Center,['Free Parking'],Bali
Ananda Cottages Ubud,3 Star Hotel,9.1,Ubud,"2,500",2 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Anulekha Resort And Villa Ubud,4 Star Hotel,9.1,Ubud,"2,500",7 km from City Center,['Restaurant'],Bali
The Trans Resort Bali,5 Star Hotel,9.1,Kuta,"7,500",4 km from City Center,['Fitness Center'],Bali
Ayana Resort And Spa Jimbaran,5 Star Hotel,9.1,Jimbaran,"10,000",2 km from City Center,"['Laundry Service', 'Room Service']",Bali
Peppers Hotel Seminyak,5 Star Hotel,9.0,Seminyak,"10,000",2 km from City Center,"['Fitness Center', 'Free Parking']",Bali
The Royal Beach Seminyak Bali   Mgallery Collection,5 Star Hotel,9.0,Seminyak,"10,000",1 km from City Center,['Free Parking'],Bali
Eden Hotel Kuta,4 Star Hotel,9.0,Kuta,"1,000",2 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Laundry Service']",Bali
Hotel Indigo Bali Seminyak Beach,5 Star Hotel,9.0,Seminyak,"10,000",,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Padma Resort Legian,5 Star Hotel,9.0,Legian,"10,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
The Kings Villa Bali,3 Star Hotel,9.0,Bali,"5,000",6 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
The Kings Villa Bali,3 Star Hotel,9.0,Bali,"5,000",6 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Padma Resort Legian,5 Star Hotel,9.0,Legian,"10,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Hotel Radisson Blu Bali Uluwatu,5 Star Hotel,9.0,Uluwatu,"10,000",,"['Fitness Center', 'Free Wi-Fi']",Bali
Como Uma Canggu,4 Star Hotel,9.0,Canggu,"7,500",2 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
The Pandan Tree Villas,4 Star Hotel,9.0,Canggu,"7,500",1 km from City Center,"['Restaurant', 'Laundry Service', 'Free Wi-Fi']",Bali
The Widyas Bali Villas,4 Star Hotel,9.0,Kuta,"7,500",7 km from City Center,"['Restaurant', 'Fitness Center']",Bali
Puri Pandawa Resort Uluwatu,4 Star Hotel,9.0,Uluwatu,"7,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Hard Rock Hotel Bali Kuta,5 Star Hotel,8.9,Kuta,"10,000",1 km from City Center,"['Free Wi-Fi', 'Fitness Center']",Bali
Chapung Se Bali Resort And Spa Ubud,5 Star Hotel,8.9,Ubud,"10,000",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Free Wi-Fi']",Bali
Melia Bali Hotel Nusa Dua,5 Star Hotel,8.9,Nusa,"5,000",13018 km from City Center,,Bali
My Villas In Bali Seminyak,4 Star Hotel,8.9,Seminyak,"10,000",,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Abia Villa Legian,4 Star Hotel,8.9,Legian,"10,000",,['Room Service'],Bali
Bali Emerald Villas Sanur,4 Star Hotel,8.9,Sanur,"7,500",,"['Laundry Service', 'Restaurant']",Bali
Four Seasons Resort Bali At Jimbaran Bay,5 Star Hotel,8.9,Jimbaran,"10,000",1 km from City Center,"['Laundry Service', 'Air-Conditioned']",Bali
Samaja Beachside Villas Seminyak,4 Star Hotel,8.8,Seminyak,"7,500",1 km from City Center,"['Room Service', 'Free Parking', 'Laundry Service']",Bali
Villa Tulip Sanur,4 Star Hotel,8.8,Sanur,"10,000",1 km from City Center,['Laundry Service'],Bali
Bali Rich Luxury Villas & Spa Seminyak,4 Star Hotel,8.8,Seminyak,"5,000",1 km from City Center,"['Free Wi-Fi', 'Laundry Service', 'Room Service']",Bali
The Kayana Seminyak Bali Hotel Kuta,5 Star Hotel,8.8,Kuta,"10,000",5 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
The Lokha Hotel Ubud,5 Star Hotel,8.8,Ubud,"5,000",1 km from City Center,['Free Wi-Fi'],Bali
The Oberoi,5 Star Hotel,8.8,Seminyak,"10,000",1 km from City Center,"['Restaurant', 'Free Wi-Fi']",Bali
"The Ritz Carlton, Bali Nusa Dua",5 Star Hotel,8.8,Nusa,"10,000",13020 km from City Center,"['Free Wi-Fi', 'Restaurant']",Bali
The Club Villas Seminyak,5 Star Hotel,8.8,Seminyak,"10,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service']",Bali
Villa Bali Asri Batubelig Kerobokan,4 Star Hotel,8.8,Kerobokan,"7,500",,['Air-Conditioned'],Bali
Bali Dynasty Resort Kuta,4 Star Hotel,8.8,Kuta,"5,000",2 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Bali
Bermimpi Bali Villas,4 Star Hotel,8.8,Seminyak,"10,000",1 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Como Uma Ubud,5 Star Hotel,8.8,Ubud,"10,000",2 km from City Center,['Fitness Center'],Bali
Conrad Hotel Kuta,5 Star Hotel,8.8,Kuta,"10,000",8 km from City Center,"['Fitness Center', 'Free Parking']",Bali
Astagina Resort Villa And Spa Legian,4 Star Hotel,8.8,Legian,"2,500",1 km from City Center,,Bali
Alam Bidadari Hotel Seminyak,4 Star Hotel,8.8,Seminyak,"5,000",1 km from City Center,['Room Service'],Bali
Villa Bali Asri Seminyak,4 Star Hotel,8.8,Seminyak,"10,000",1 km from City Center,"['Free Parking', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Villa Bali Asri Seminyak,4 Star Hotel,8.8,Seminyak,"10,000",1 km from City Center,"['Free Parking', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Villa Frangipani Seminyak,3 Star Hotel,8.8,Seminyak,"10,000",2 km from City Center,"['Free Parking', 'Air-Conditioned', 'Laundry Service']",Bali
Villa Sonia Ubud,4 Star Hotel,8.8,Ubud,"1,000",3 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Adhi Jaya Hotel Kuta,4 Star Hotel,8.8,Kuta,"2,500",2 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Bali
Sudamala Suites & Villas Sanur,5 Star Hotel,8.8,Sanur,"5,000",2 km from City Center,,Bali
The Seri Villas,4 Star Hotel,8.8,Kuta,"10,000",5 km from City Center,"['Room Service', 'Air-Conditioned']",Bali
New Pondok Sara Villas,4 Star Hotel,8.8,Kuta,"7,500",3 km from City Center,"['Room Service', 'Free Wi-Fi', 'Laundry Service', 'Outdoor Pool']",Bali
Villa Amalia Legian,4 Star Hotel,8.8,Legian,"10,000",1 km from City Center,['Air-Conditioned'],Bali
Kamandalu Hotel Ubud,5 Star Hotel,8.8,Ubud,"10,000",1 km from City Center,,Bali
Blue Karma Ubud,4 Star Hotel,8.8,Ubud,"10,000",3 km from City Center,['Free Wi-Fi'],Bali
The Royal Santrian Luxury Beach Villas,5 Star Hotel,8.7,Kuta,"10,000",10 km from City Center,"['Laundry Service', 'Restaurant']",Bali
Aria Villas Ubud,4 Star Hotel,8.7,Ubud,"10,000",1 km from City Center,"['Fitness Center', 'Air-Conditioned']",Bali
Bisma Eight Hotel Ubud,4 Star Hotel,8.7,Ubud,"10,000",2 km from City Center,"['Fitness Center', 'Outdoor Pool', 'Air-Conditioned']",Bali
Sienna Villas   Luxury Bali Pool Villas Seminyak,5 Star Hotel,8.7,Seminyak,"10,000",,"['Laundry Service', 'Room Service']",Bali
The Kayon Resort Ubud By Pramana,5 Star Hotel,8.7,Ubud,"10,000",4 km from City Center,"['Laundry Service', 'Restaurant']",Bali
Komaneka At Bisma Hotel Ubud,5 Star Hotel,8.7,Ubud,"10,000",2 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Mayaloka Villas Seminyak,4 Star Hotel,8.7,Seminyak,"10,000",2 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Pelangi Bali Hotel & Spa Seminyak,4 Star Hotel,8.7,Seminyak,"5,000",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Karma Kandara Hotel Kuta,5 Star Hotel,8.7,Kuta,"10,000",14 km from City Center,['Free Wi-Fi'],Bali
Ajanta Villa Sanur,4 Star Hotel,8.7,Sanur,"5,000",1 km from City Center,"['Laundry Service', 'Room Service']",Bali
Pelangi Bali Hotel & Spa Seminyak,4 Star Hotel,8.7,Seminyak,"5,000",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Swiss Belresort Pecatu Resort Uluwatu,4 Star Hotel,8.7,Uluwatu,"7,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Inter Continental Bali Resort Jimbaran,5 Star Hotel,8.7,Jimbaran,"10,000",2 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Bali
Villa Harmony Seminyak,4 Star Hotel,8.7,Seminyak,"1,000",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Bali
The Buah Bali Villas Kuta,5 Star Hotel,8.7,Kuta,"10,000",6 km from City Center,"['Room Service', 'Free Parking']",Bali
Parigata Villas Resort Sanur,4 Star Hotel,8.7,Sanur,"7,500",1 km from City Center,"['Room Service', 'Restaurant', 'Free Parking', 'Laundry Service']",Bali
Bali Paragon Resort Hotel Jimbaran,4 Star Hotel,8.7,Jimbaran,"7,500",2 km from City Center,"['Air-Conditioned', 'Laundry Service']",Bali
Alindra Villa Jimbaran,4 Star Hotel,8.6,Jimbaran,"2,500",6 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Bali
Bhavana Private Villas Seminyak,4 Star Hotel,8.6,Seminyak,"7,500",1 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Jas Green Villas & Spa Seminyak,4 Star Hotel,8.6,Seminyak,"5,000",1 km from City Center,"['Room Service', 'Laundry Service', 'Restaurant']",Bali
Honai Resort Ubud,4 Star Hotel,8.6,Ubud,"5,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
The Royal Pita Maha Hotel Ubud,5 Star Hotel,8.6,Ubud,"10,000",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Laundry Service', 'Air-Conditioned']",Bali
Komaneka At Tanggayuda Hotel Ubud,5 Star Hotel,8.6,Ubud,"10,000",5 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Samaja Villas Kunti Seminyak,4 Star Hotel,8.6,Seminyak,"10,000",1 km from City Center,"['Room Service', 'Free Parking', 'Restaurant']",Bali
Mahala Hasa Villa Seminyak,4 Star Hotel,8.6,Seminyak,"5,000",2 km from City Center,"['Room Service', 'Free Parking', 'Laundry Service']",Bali
Le Jardin Boutique Villa,5 Star Hotel,8.6,Seminyak,"10,000",1 km from City Center,"['Free Parking', 'Air-Conditioned']",Bali
Puri Santrian Resort Sanur,4 Star Hotel,8.6,Sanur,"7,500",1 km from City Center,['Air-Conditioned'],Bali
Grand Zuri Hotels Kuta,4 Star Hotel,8.6,Kuta,"2,500",1 km from City Center,"['Free Wi-Fi', 'Free Parking']",Bali
Dampati Villas Sanur,5 Star Hotel,8.5,Sanur,"5,000",1 km from City Center,"['Outdoor Pool', 'Room Service']",Bali
Ellora Villas Sanur,4 Star Hotel,8.5,Sanur,"10,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Sadara Boutique Beach Resort Nusa Dua,5 Star Hotel,8.5,Nusa,"5,000",13017 km from City Center,,Bali
Bali Agung Village Villa Seminyak,3 Star Hotel,8.5,Seminyak,"2,500",1 km from City Center,,Bali
Dampati Villas Sanur,5 Star Hotel,8.5,Sanur,"5,000",1 km from City Center,"['Outdoor Pool', 'Room Service']",Bali
Amatara Abirama Villas Ubud,4 Star Hotel,8.5,Ubud,"2,500",3 km from City Center,['Free Wi-Fi'],Bali
Villa Anggrek,5 Star Hotel,8.5,Kuta,"10,000",4 km from City Center,"['Air-Conditioned', 'Room Service']",Bali
Alam Puisi Villa Ubud,4 Star Hotel,8.5,Ubud,"2,500",1 km from City Center,['Free Parking'],Bali
Alam Kulkul Boutique Resort Kuta,4 Star Hotel,8.5,Legian,"5,000",1 km from City Center,['Free Wi-Fi'],Bali
Harris Hotel Seminyak,4 Star Hotel,8.5,Seminyak,"1,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Free Wi-Fi']",Bali
Taman Sari Bali Villa,4 Star Hotel,8.5,Seminyak,"7,500",1 km from City Center,['Laundry Service'],Bali
The Bali Dream Villa & Resort Echo Beach Canggu,4 Star Hotel,8.5,Bali,"7,500",1 km from City Center,"['Restaurant', 'Fitness Center', 'Free Parking', 'Free Wi-Fi']",Bali
Alma Villa Seminyak,4 Star Hotel,8.5,Seminyak,"10,000",2 km from City Center,"['Outdoor Pool', 'Room Service']",Bali
Garden Bay View Villas Nusa Dua,4 Star Hotel,8.5,Nusa,"5,000",13015 km from City Center,['Outdoor Pool'],Bali
Ramada Encore By Wyndham Bali Seminyak,4 Star Hotel,8.5,Seminyak,"2,500",1 km from City Center,"['Free Wi-Fi', 'Fitness Center']",Bali
The Haven Bali Hotel Seminyak,4 Star Hotel,8.5,Seminyak,"1,000",1 km from City Center,['Fitness Center'],Bali
Natya Resort Ubud,4 Star Hotel,8.4,Ubud,"10,000",3 km from City Center,"['Free Wi-Fi', 'Outdoor Pool']",Bali
The Jayakarta Hotel Legian,3 Star Hotel,8.4,Legian,"5,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Bali
The Damai,4 Star Hotel,8.4,Blok,"10,000",56 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Sri Ratih Cottages Ubud,4 Star Hotel,8.4,Ubud,"2,500",2 km from City Center,"['Outdoor Pool', 'Restaurant', 'Free Parking', 'Room Service']",Bali
